Country,Segment,Date,observed_default_rate,observed_loss_rate,estimated_pd,estimated_lgd
Slovenia,Retail,Jun-20,1.48%,42.62%,2.52%,24.98%
Slovenia,Retail - Secured on real estate property,Jun-20,,,2.20%,17.03%
Slovenia,Retail - Qualifying Revolving,Jun-20,1.37%,48.78%,2.26%,66.15%
Slovenia,Retail - Other Retail,Jun-20,1.93%,42.51%,2.62%,28.43%
Spain,Corporates,Jun-20,0.80%,17.75%,2.50%,38.56%
Spain,Corporates - Of Which: Specialised Lending,Jun-20,1.08%,12.27%,1.55%,22.30%
Spain,Corporates - Of Which: SME,Jun-20,1.09%,23.00%,3.63%,39.92%
Spain,Retail,Jun-20,0.78%,27.62%,1.96%,28.76%
Spain,Retail - Secured on real estate property,Jun-20,0.55%,14.56%,1.29%,20.64%
Spain,Retail - Qualifying Revolving,Jun-20,0.59%,49.59%,2.74%,61.32%
Spain,Retail - Other Retail,Jun-20,1.74%,39.75%,4.03%,52.99%
Sweden,Corporates,Jun-20,0.17%,36.24%,0.73%,24.80%
Sweden,Corporates - Of Which: Specialised Lending,Jun-20,,,1.42%,28.39%
Sweden,Corporates - Of Which: SME,Jun-20,0.25%,29.86%,0.72%,17.79%
Sweden,Retail,Jun-20,0.07%,14.96%,0.36%,12.57%
Sweden,Retail - Secured on real estate property,Jun-20,0.05%,4.61%,0.29%,10.94%
Sweden,Retail - Qualifying Revolving,Jun-20,0.77%,31.20%,1.39%,58.36%
Sweden,Retail - Other Retail,Jun-20,0.38%,28.93%,1.47%,34.12%
United Kingdom,Corporates,Jun-20,0.66%,10.79%,1.37%,35.66%
United Kingdom,Corporates - Of Which: Specialised Lending,Jun-20,1.03%,3.48%,1.10%,29.76%
United Kingdom,Corporates - Of Which: SME,Jun-20,2.46%,9.53%,2.10%,27.88%
United Kingdom,Retail,Jun-20,0.36%,22.40%,1.60%,20.33%
United Kingdom,Retail - Secured on real estate property,Jun-20,0.25%,6.53%,1.36%,10.46%
United Kingdom,Retail - Qualifying Revolving,Jun-20,0.54%,44.68%,1.96%,71.30%
United Kingdom,Retail - Other Retail,Jun-20,1.18%,37.03%,4.47%,55.68%
Australia,Corporates,Jun-20,0.87%,17.42%,1.04%,28.57%
Australia,Corporates - Of Which: Specialised Lending,Jun-20,,,0.98%,17.38%
Australia,Corporates - Of Which: SME,Jun-20,,,0.99%,10.68%
Australia,Retail,Jun-20,0.35%,6.25%,0.90%,12.90%
Australia,Retail - Secured on real estate property,Jun-20,0.46%,4.75%,0.88%,12.41%
Australia,Retail - Qualifying Revolving,Jun-20,0.51%,25.31%,1.13%,61.89%
Australia,Retail - Other Retail,Jun-20,1.80%,16.81%,1.79%,24.99%
Canada,Corporates,Jun-20,0.24%,23.50%,1.39%,34.85%
Canada,Corporates - Of Which: Specialised Lending,Jun-20,,,1.58%,25.46%
Canada,Corporates - Of Which: SME,Jun-20,,,2.23%,20.55%
Canada,Retail,Jun-20,0.19%,7.51%,0.72%,19.14%
Canada,Retail - Secured on real estate property,Jun-20,0.08%,7.31%,0.54%,17.35%
Canada,Retail - Qualifying Revolving,Jun-20,0.39%,6.45%,1.96%,67.05%
Canada,Retail - Other Retail,Jun-20,1.10%,11.70%,2.21%,29.30%
China,Corporates,Jun-20,0.36%,,0.77%,47.34%
China,Corporates - Of Which: Specialised Lending,Jun-20,,,1.20%,33.67%
China,Corporates - Of Which: SME,Jun-20,,,1.73%,21.47%
China,Retail,Jun-20,0.03%,12.41%,0.86%,23.27%
China,Retail - Secured on real estate property,Jun-20,0.74%,11.45%,0.87%,11.67%
China,Retail - Qualifying Revolving,Jun-20,0.18%,27.54%,0.79%,83.17%
China,Retail - Other Retail,Jun-20,0.05%,11.23%,0.84%,12.10%
Hong Kong,Corporates,Jun-20,0.34%,18.30%,1.12%,35.78%
Hong Kong,Corporates - Of Which: Specialised Lending,Jun-20,,,1.91%,20.64%
Hong Kong,Corporates - Of Which: SME,Jun-20,,,4.70%,21.53%
Hong Kong,Retail,Jun-20,0.01%,18.63%,0.63%,33.24%
Hong Kong,Retail - Secured on real estate property,Jun-20,0.01%,0.96%,0.42%,10.10%
Hong Kong,Retail - Qualifying Revolving,Jun-20,0.01%,49.30%,0.97%,95.87%
Hong Kong,Retail - Other Retail,Jun-20,0.01%,23.95%,0.90%,22.38%
India,Corporates,Jun-20,0.96%,,2.29%,44.69%
India,Corporates - Of Which: Specialised Lending,Jun-20,,,2.36%,24.88%
India,Corporates - Of Which: SME,Jun-20,,,0.93%,32.09%
India,Retail,Jun-20,1.62%,68.87%,7.68%,53.40%
India,Retail - Secured on real estate property,Jun-20,1.90%,,2.62%,36.87%
India,Retail - Qualifying Revolving,Jun-20,0.11%,48.35%,13.13%,79.40%
India,Retail - Other Retail,Jun-20,3.96%,89.90%,6.41%,57.92%
"Korea, Republic Of",Corporates,Jun-20,0.02%,,0.71%,35.91%
"Korea, Republic Of",Corporates - Of Which: Specialised Lending,Jun-20,,,0.72%,
"Korea, Republic Of",Corporates - Of Which: SME,Jun-20,,,2.94%,18.98%
"Korea, Republic Of",Retail,Jun-20,0.03%,70.50%,0.86%,36.64%
"Korea, Republic Of",Retail - Secured on real estate property,Jun-20,0.01%,,0.20%,9.98%
"Korea, Republic Of",Retail - Qualifying Revolving,Jun-20,0.49%,,0.48%,75.17%
"Korea, Republic Of",Retail - Other Retail,Jun-20,0.07%,82.87%,2.14%,77.94%
Russian Federation,Corporates,Jun-20,0.10%,,0.53%,38.80%
Russian Federation,Corporates - Of Which: Specialised Lending,Jun-20,,,1.09%,22.87%
Russian Federation,Corporates - Of Which: SME,Jun-20,,,2.40%,43.84%
Russian Federation,Retail,Jun-20,1.54%,21.30%,2.28%,18.78%
Russian Federation,Retail - Secured on real estate property,Jun-20,2.12%,17.59%,2.23%,18.40%
Russian Federation,Retail - Qualifying Revolving,Jun-20,0.93%,49.39%,2.03%,60.99%
Russian Federation,Retail - Other Retail,Jun-20,1.42%,67.16%,1.87%,17.61%
Singapore,Corporates,Jun-20,2.09%,50.21%,2.72%,31.70%
Singapore,Corporates - Of Which: Specialised Lending,Jun-20,2.79%,,3.96%,22.38%
Singapore,Corporates - Of Which: SME,Jun-20,,,4.23%,28.86%
Singapore,Retail,Jun-20,0.04%,22.00%,0.82%,22.19%
Singapore,Retail - Secured on real estate property,Jun-20,0.05%,3.26%,0.42%,16.08%
Singapore,Retail - Qualifying Revolving,Jun-20,0.05%,43.30%,3.16%,71.26%
Singapore,Retail - Other Retail,Jun-20,0.03%,51.61%,1.22%,16.92%
Switzerland,Corporates,Jun-20,0.86%,1.71%,0.79%,33.03%
Switzerland,Corporates - Of Which: Specialised Lending,Jun-20,,,0.64%,26.63%
Switzerland,Corporates - Of Which: SME,Jun-20,,,1.91%,28.42%
Switzerland,Retail,Jun-20,0.16%,16.76%,0.88%,19.14%
Switzerland,Retail - Secured on real estate property,Jun-20,0.16%,11.59%,0.83%,19.32%
Switzerland,Retail - Qualifying Revolving,Jun-20,0.52%,30.96%,1.84%,52.82%
Switzerland,Retail - Other Retail,Jun-20,0.27%,27.97%,1.09%,16.80%
United States,Corporates,Jun-20,0.60%,17.55%,1.20%,29.82%
United States,Corporates - Of Which: Specialised Lending,Jun-20,1.67%,24.92%,2.37%,20.49%
United States,Corporates - Of Which: SME,Jun-20,0.04%,,2.86%,21.93%
United States,Retail,Jun-20,0.60%,13.72%,2.01%,48.07%
United States,Retail - Secured on real estate property,Jun-20,0.15%,7.60%,0.98%,45.97%
United States,Retail - Qualifying Revolving,Jun-20,0.02%,16.13%,2.52%,92.95%
United States,Retail - Other Retail,Jun-20,1.78%,15.17%,2.75%,33.49%
Austria,Corporates,Mar-20,0.09%,33.38%,1.09%,33.77%
Austria,Corporates - Of Which: Specialised Lending,Mar-20,,,1.61%,10.60%
Austria,Corporates - Of Which: SME,Mar-20,0.36%,,2.21%,30.45%
Austria,Retail,Mar-20,0.17%,29.01%,1.40%,27.62%
Austria,Retail - Secured on real estate property,Mar-20,0.15%,7.44%,1.23%,11.57%
Austria,Retail - Qualifying Revolving,Mar-20,0.05%,48.74%,0.86%,64.86%
Austria,Retail - Other Retail,Mar-20,0.20%,54.39%,1.90%,56.46%
Belgium,Corporates,Mar-20,0.27%,10.69%,1.88%,26.36%
Belgium,Corporates - Of Which: Specialised Lending,Mar-20,0.13%,8.38%,1.02%,23.60%
Belgium,Corporates - Of Which: SME,Mar-20,0.55%,11.22%,2.46%,24.87%
Belgium,Retail,Mar-20,0.36%,9.69%,1.19%,17.25%
Belgium,Retail - Secured on real estate property,Mar-20,0.32%,4.01%,1.09%,13.30%
Belgium,Retail - Qualifying Revolving,Mar-20,1.71%,5.85%,0.54%,49.07%
Belgium,Retail - Other Retail,Mar-20,0.46%,25.67%,1.79%,32.94%
Bulgaria,Corporates,Mar-20,0.09%,,2.08%,41.82%
Bulgaria,Corporates - Of Which: Specialised Lending,Mar-20,,,30.28%,40.22%
Bulgaria,Corporates - Of Which: SME,Mar-20,,,2.76%,40.46%
Bulgaria,Retail,Mar-20,0.55%,47.33%,2.43%,33.15%
Bulgaria,Retail - Secured on real estate property,Mar-20,0.42%,25.05%,2.00%,23.32%
Bulgaria,Retail - Qualifying Revolving,Mar-20,0.37%,85.24%,2.87%,42.24%
Bulgaria,Retail - Other Retail,Mar-20,0.88%,67.27%,3.50%,56.76%
Croatia,Corporates,Mar-20,0.18%,,2.58%,39.92%
Croatia,Corporates - Of Which: Specialised Lending,Mar-20,,,1.17%,20.15%
Croatia,Corporates - Of Which: SME,Mar-20,,,4.11%,41.37%
Croatia,Retail,Mar-20,0.61%,16.44%,2.15%,35.07%
Croatia,Retail - Secured on real estate property,Mar-20,,,1.64%,29.46%
Croatia,Retail - Qualifying Revolving,Mar-20,0.05%,,1.53%,62.13%
Croatia,Retail - Other Retail,Mar-20,0.74%,16.15%,2.43%,38.18%
Cyprus,Corporates,Mar-20,1.45%,,4.17%,33.94%
Cyprus,Corporates - Of Which: Specialised Lending,Mar-20,,,1.29%,32.05%
Cyprus,Corporates - Of Which: SME,Mar-20,,,3.10%,23.36%
Cyprus,Retail,Mar-20,0.22%,33.41%,1.31%,25.58%
Cyprus,Retail - Secured on real estate property,Mar-20,,,1.48%,14.09%
Cyprus,Retail - Qualifying Revolving,Mar-20,0.49%,14.18%,1.36%,67.69%
Cyprus,Retail - Other Retail,Mar-20,0.60%,53.45%,1.48%,27.17%
Czech,Corporates,Mar-20,0.07%,62.77%,2.08%,33.19%
Czech,Corporates - Of Which: Specialised Lending,Mar-20,0.03%,82.02%,1.52%,27.88%
Czech,Corporates - Of Which: SME,Mar-20,0.16%,50.76%,2.66%,29.16%
Czech,Retail,Mar-20,0.21%,35.22%,1.61%,27.09%
Czech,Retail - Secured on real estate property,Mar-20,0.13%,18.89%,1.19%,20.34%
Czech,Retail - Qualifying Revolving,Mar-20,0.38%,29.24%,3.30%,51.46%
Czech,Retail - Other Retail,Mar-20,0.43%,48.32%,2.82%,44.05%
Denmark,Corporates,Mar-20,0.21%,8.91%,1.32%,22.49%
Denmark,Corporates - Of Which: Specialised Lending,Mar-20,,,1.30%,23.68%
Denmark,Corporates - Of Which: SME,Mar-20,0.22%,,1.73%,19.55%
Denmark,Retail,Mar-20,0.14%,14.45%,0.92%,18.29%
Denmark,Retail - Secured on real estate property,Mar-20,0.13%,10.18%,0.85%,16.47%
Denmark,Retail - Qualifying Revolving,Mar-20,0.69%,21.40%,1.49%,66.83%
Denmark,Retail - Other Retail,Mar-20,0.18%,43.27%,2.02%,40.97%
Estonia,Corporates,Mar-20,0.05%,22.49%,1.05%,41.25%
Estonia,Corporates - Of Which: Specialised Lending,Mar-20,,,1.15%,30.45%
Estonia,Corporates - Of Which: SME,Mar-20,0.04%,17.77%,1.53%,39.73%
Estonia,Retail,Mar-20,0.06%,16.16%,1.48%,15.93%
Estonia,Retail - Secured on real estate property,Mar-20,0.03%,7.05%,1.13%,12.58%
Estonia,Retail - Qualifying Revolving,Mar-20,1.42%,,1.30%,56.08%
Estonia,Retail - Other Retail,Mar-20,0.18%,21.89%,2.94%,30.31%
Finland,Corporates,Mar-20,0.38%,25.80%,1.07%,35.42%
Finland,Corporates - Of Which: Specialised Lending,Mar-20,,,0.53%,28.94%
Finland,Corporates - Of Which: SME,Mar-20,0.51%,12.31%,1.50%,32.58%
Finland,Retail,Mar-20,0.29%,2.20%,1.32%,22.99%
Finland,Retail - Secured on real estate property,Mar-20,0.29%,1.89%,0.97%,20.51%
Finland,Retail - Qualifying Revolving,Mar-20,0.76%,28.89%,1.71%,68.68%
Finland,Retail - Other Retail,Mar-20,0.29%,4.78%,3.07%,33.07%
France,Corporates,Mar-20,0.22%,31.43%,1.59%,35.21%
France,Corporates - Of Which: Specialised Lending,Mar-20,0.03%,,0.92%,23.29%
France,Corporates - Of Which: SME,Mar-20,0.48%,32.98%,2.58%,35.21%
France,Retail,Mar-20,0.16%,22.54%,1.68%,17.90%
France,Retail - Secured on real estate property,Mar-20,0.11%,11.12%,1.26%,13.13%
France,Retail - Qualifying Revolving,Mar-20,0.24%,42.55%,3.06%,40.37%
France,Retail - Other Retail,Mar-20,0.25%,30.28%,2.15%,23.71%
Germany,Corporates,Mar-20,0.20%,37.36%,1.00%,36.97%
Germany,Corporates - Of Which: Specialised Lending,Mar-20,0.38%,59.05%,1.16%,33.34%
Germany,Corporates - Of Which: SME,Mar-20,0.17%,33.83%,1.16%,32.58%
Germany,Retail,Mar-20,0.19%,20.96%,1.04%,27.71%
Germany,Retail - Secured on real estate property,Mar-20,0.14%,8.11%,0.80%,17.03%
Germany,Retail - Qualifying Revolving,Mar-20,0.15%,37.88%,0.64%,65.07%
Germany,Retail - Other Retail,Mar-20,0.34%,34.03%,1.96%,46.12%
Greece,Corporates,Mar-20,0.99%,9.96%,8.05%,40.33%
Greece,Corporates - Of Which: Specialised Lending,Mar-20,,,6.85%,25.41%
Greece,Corporates - Of Which: SME,Mar-20,,,9.03%,40.84%
Greece,Retail,Mar-20,0.74%,29.96%,16.21%,36.72%
Greece,Retail - Secured on real estate property,Mar-20,0.95%,,16.37%,27.97%
Greece,Retail - Qualifying Revolving,Mar-20,0.20%,87.18%,6.10%,74.89%
Greece,Retail - Other Retail,Mar-20,0.58%,45.85%,19.16%,47.60%
Hungary,Corporates,Mar-20,0.02%,,1.93%,42.72%
Hungary,Corporates - Of Which: Specialised Lending,Mar-20,,,1.50%,31.63%
Hungary,Corporates - Of Which: SME,Mar-20,0.06%,,3.23%,46.71%
Hungary,Retail,Mar-20,0.38%,25.64%,3.29%,41.63%
Hungary,Retail - Secured on real estate property,Mar-20,0.36%,35.43%,2.47%,34.22%
Hungary,Retail - Qualifying Revolving,Mar-20,0.94%,29.54%,5.05%,30.74%
Hungary,Retail - Other Retail,Mar-20,0.39%,39.78%,4.38%,56.15%
Ireland,Corporates,Mar-20,0.41%,13.29%,0.90%,33.04%
Ireland,Corporates - Of Which: Specialised Lending,Mar-20,0.01%,,9.60%,29.21%
Ireland,Corporates - Of Which: SME,Mar-20,1.19%,16.59%,2.74%,35.89%
Ireland,Retail,Mar-20,0.50%,18.67%,2.09%,27.25%
Ireland,Retail - Secured on real estate property,Mar-20,0.52%,17.10%,1.89%,24.46%
Ireland,Retail - Qualifying Revolving,Mar-20,0.16%,23.81%,2.67%,61.59%
Ireland,Retail - Other Retail,Mar-20,0.51%,47.91%,4.32%,62.37%
Italy,Corporates,Mar-20,0.23%,23.08%,5.28%,38.39%
Italy,Corporates - Of Which: Specialised Lending,Mar-20,0.21%,,3.18%,21.41%
Italy,Corporates - Of Which: SME,Mar-20,0.40%,25.43%,8.83%,40.19%
Italy,Retail,Mar-20,1.04%,43.56%,2.24%,26.40%
Italy,Retail - Secured on real estate property,Mar-20,0.84%,36.03%,1.52%,18.81%
Italy,Retail - Qualifying Revolving,Mar-20,0.14%,24.34%,3.85%,57.74%
Italy,Retail - Other Retail,Mar-20,1.44%,51.84%,5.30%,42.43%
Latvia,Corporates,Mar-20,,,1.61%,42.85%
Latvia,Corporates - Of Which: Specialised Lending,Mar-20,,,,54.58%
Latvia,Corporates - Of Which: SME,Mar-20,,,1.79%,39.58%
Latvia,Retail,Mar-20,0.11%,20.04%,2.84%,24.88%
Latvia,Retail - Secured on real estate property,Mar-20,0.11%,16.43%,2.28%,18.63%
Latvia,Retail - Qualifying Revolving,Mar-20,6.45%,,3.91%,58.47%
Latvia,Retail - Other Retail,Mar-20,0.12%,28.57%,4.36%,42.62%
Lithuania,Corporates,Mar-20,,,1.25%,41.73%
Lithuania,Corporates - Of Which: Specialised Lending,Mar-20,,,,
Lithuania,Corporates - Of Which: SME,Mar-20,,,1.60%,39.29%
Lithuania,Retail,Mar-20,0.67%,39.23%,1.47%,18.55%
Lithuania,Retail - Secured on real estate property,Mar-20,0.74%,39.04%,1.26%,15.68%
Lithuania,Retail - Qualifying Revolving,Mar-20,1.34%,29.18%,2.27%,56.12%
Lithuania,Retail - Other Retail,Mar-20,0.32%,41.68%,2.76%,37.69%
Luxembourg,Corporates,Mar-20,0.20%,10.02%,0.97%,33.94%
Luxembourg,Corporates - Of Which: Specialised Lending,Mar-20,0.82%,10.89%,1.11%,26.93%
Luxembourg,Corporates - Of Which: SME,Mar-20,0.36%,,2.34%,30.21%
Luxembourg,Retail,Mar-20,0.10%,11.66%,1.20%,16.36%
Luxembourg,Retail - Secured on real estate property,Mar-20,0.06%,2.17%,1.07%,14.72%
Luxembourg,Retail - Qualifying Revolving,Mar-20,0.05%,34.83%,0.74%,6.50%
Luxembourg,Retail - Other Retail,Mar-20,0.32%,18.59%,2.06%,24.10%
Malta,Corporates,Mar-20,4.43%,,5.59%,24.35%
Malta,Corporates - Of Which: Specialised Lending,Mar-20,,,3.49%,20.17%
Malta,Corporates - Of Which: SME,Mar-20,,,0.77%,28.26%
Malta,Retail,Mar-20,0.11%,27.86%,1.49%,9.77%
Malta,Retail - Secured on real estate property,Mar-20,,,2.14%,15.45%
Malta,Retail - Qualifying Revolving,Mar-20,,,1.31%,69.90%
Malta,Retail - Other Retail,Mar-20,0.37%,33.80%,1.22%,5.91%
Netherlands,Corporates,Mar-20,0.29%,15.09%,1.39%,27.33%
Netherlands,Corporates - Of Which: Specialised Lending,Mar-20,0.25%,,1.37%,15.41%
Netherlands,Corporates - Of Which: SME,Mar-20,0.92%,,2.65%,19.12%
Netherlands,Retail,Mar-20,0.22%,7.54%,0.75%,12.90%
Netherlands,Retail - Secured on real estate property,Mar-20,0.21%,4.45%,0.67%,11.14%
Netherlands,Retail - Qualifying Revolving,Mar-20,0.11%,59.20%,3.02%,59.40%
Netherlands,Retail - Other Retail,Mar-20,0.45%,31.61%,2.48%,43.88%
Norway,Corporates,Mar-20,0.35%,17.57%,1.41%,27.14%
Norway,Corporates - Of Which: Specialised Lending,Mar-20,,,1.68%,20.75%
Norway,Corporates - Of Which: SME,Mar-20,0.26%,17.43%,1.11%,24.12%
Norway,Retail,Mar-20,0.08%,13.85%,0.98%,21.39%
Norway,Retail - Secured on real estate property,Mar-20,0.05%,6.27%,0.76%,19.70%
Norway,Retail - Qualifying Revolving,Mar-20,0.33%,39.69%,1.17%,63.01%
Norway,Retail - Other Retail,Mar-20,0.25%,19.73%,2.31%,31.70%
Poland,Corporates,Mar-20,0.24%,31.87%,1.49%,37.85%
Poland,Corporates - Of Which: Specialised Lending,Mar-20,,,1.00%,43.24%
Poland,Corporates - Of Which: SME,Mar-20,0.33%,,1.95%,33.10%
Poland,Retail,Mar-20,0.35%,34.23%,1.65%,35.89%
Poland,Retail - Secured on real estate property,Mar-20,0.19%,30.29%,0.80%,30.62%
Poland,Retail - Qualifying Revolving,Mar-20,0.49%,56.30%,2.56%,64.34%
Poland,Retail - Other Retail,Mar-20,0.68%,34.45%,3.73%,44.99%
Portugal,Corporates,Mar-20,0.74%,33.86%,3.23%,41.08%
Portugal,Corporates - Of Which: Specialised Lending,Mar-20,,,1.99%,32.70%
Portugal,Corporates - Of Which: SME,Mar-20,1.50%,21.33%,5.40%,40.09%
Portugal,Retail,Mar-20,0.31%,16.75%,1.66%,20.50%
Portugal,Retail - Secured on real estate property,Mar-20,0.21%,5.36%,1.33%,17.72%
Portugal,Retail - Qualifying Revolving,Mar-20,0.26%,24.33%,4.66%,38.11%
Portugal,Retail - Other Retail,Mar-20,0.74%,29.41%,3.26%,32.52%
Romania,Corporates,Mar-20,2.51%,,2.60%,40.43%
Romania,Corporates - Of Which: Specialised Lending,Mar-20,,,1.80%,30.03%
Romania,Corporates - Of Which: SME,Mar-20,5.34%,,3.51%,41.47%
Romania,Retail,Mar-20,0.59%,52.96%,1.78%,48.37%
Romania,Retail - Secured on real estate property,Mar-20,0.22%,,0.86%,35.63%
Romania,Retail - Qualifying Revolving,Mar-20,0.24%,50.96%,1.26%,50.78%
Romania,Retail - Other Retail,Mar-20,1.14%,56.32%,2.34%,59.25%
Slovakia,Corporates,Mar-20,0.54%,83.88%,1.64%,41.26%
Slovakia,Corporates - Of Which: Specialised Lending,Mar-20,,,1.17%,28.00%
Slovakia,Corporates - Of Which: SME,Mar-20,1.52%,83.35%,3.55%,41.37%
Slovakia,Retail,Mar-20,0.20%,43.69%,1.27%,24.48%
Slovakia,Retail - Secured on real estate property,Mar-20,0.14%,27.71%,0.94%,20.71%
Slovakia,Retail - Qualifying Revolving,Mar-20,0.25%,54.14%,2.94%,54.84%
Slovakia,Retail - Other Retail,Mar-20,0.56%,66.70%,3.26%,44.59%
Slovenia,Corporates,Mar-20,0.10%,,4.03%,40.44%
Slovenia,Corporates - Of Which: Specialised Lending,Mar-20,,,1.23%,
Slovenia,Corporates - Of Which: SME,Mar-20,0.39%,,4.50%,42.26%
Slovenia,Retail,Mar-20,0.94%,36.08%,2.42%,24.71%
Slovenia,Retail - Secured on real estate property,Mar-20,,,2.10%,17.65%
Slovenia,Retail - Qualifying Revolving,Mar-20,,,2.16%,60.90%
Slovenia,Retail - Other Retail,Mar-20,1.19%,36.09%,2.46%,29.22%
Spain,Corporates,Mar-20,0.34%,20.82%,2.12%,38.89%
Spain,Corporates - Of Which: Specialised Lending,Mar-20,0.26%,,1.57%,22.56%
Spain,Corporates - Of Which: SME,Mar-20,0.50%,32.39%,2.55%,40.40%
Spain,Retail,Mar-20,0.33%,30.96%,1.87%,29.09%
Spain,Retail - Secured on real estate property,Mar-20,0.22%,15.79%,1.34%,20.69%
Spain,Retail - Qualifying Revolving,Mar-20,0.26%,51.40%,2.76%,61.19%
Spain,Retail - Other Retail,Mar-20,0.78%,44.21%,3.01%,53.26%
Sweden,Corporates,Mar-20,0.07%,20.02%,0.70%,24.90%
Sweden,Corporates - Of Which: Specialised Lending,Mar-20,,,1.56%,28.12%
Sweden,Corporates - Of Which: SME,Mar-20,0.13%,25.69%,0.72%,17.61%
Sweden,Retail,Mar-20,0.04%,13.83%,0.36%,12.57%
Sweden,Retail - Secured on real estate property,Mar-20,0.02%,4.26%,0.29%,10.92%
Sweden,Retail - Qualifying Revolving,Mar-20,0.46%,25.18%,1.50%,59.43%
Sweden,Retail - Other Retail,Mar-20,0.19%,27.97%,1.47%,34.36%
United Kingdom,Corporates,Mar-20,0.24%,12.14%,1.21%,35.64%
United Kingdom,Corporates - Of Which: Specialised Lending,Mar-20,0.82%,6.23%,1.09%,30.09%
United Kingdom,Corporates - Of Which: SME,Mar-20,0.62%,5.26%,2.33%,28.19%
United Kingdom,Retail,Mar-20,0.16%,22.73%,1.54%,20.63%
United Kingdom,Retail - Secured on real estate property,Mar-20,0.10%,5.57%,1.37%,10.48%
United Kingdom,Retail - Qualifying Revolving,Mar-20,0.28%,43.70%,1.98%,71.28%
United Kingdom,Retail - Other Retail,Mar-20,0.53%,35.11%,3.15%,59.78%
Australia,Corporates,Mar-20,0.28%,,0.90%,29.94%
Australia,Corporates - Of Which: Specialised Lending,Mar-20,,,0.80%,18.73%
Australia,Corporates - Of Which: SME,Mar-20,,,1.00%,11.86%
Australia,Retail,Mar-20,0.09%,6.36%,0.65%,11.68%
Australia,Retail - Secured on real estate property,Mar-20,0.10%,3.55%,0.61%,11.12%
Australia,Retail - Qualifying Revolving,Mar-20,0.10%,21.45%,1.08%,62.72%
Australia,Retail - Other Retail,Mar-20,0.73%,17.31%,1.75%,24.45%
Canada,Corporates,Mar-20,0.15%,,1.06%,35.80%
Canada,Corporates - Of Which: Specialised Lending,Mar-20,,,1.16%,23.88%
Canada,Corporates - Of Which: SME,Mar-20,,,2.09%,21.38%
Canada,Retail,Mar-20,0.09%,7.71%,0.66%,19.33%
Canada,Retail - Secured on real estate property,Mar-20,0.04%,,0.47%,17.45%
Canada,Retail - Qualifying Revolving,Mar-20,0.18%,8.53%,1.81%,68.06%
Canada,Retail - Other Retail,Mar-20,0.51%,12.29%,2.13%,29.34%
China,Corporates,Mar-20,1.75%,,0.72%,48.23%
China,Corporates - Of Which: Specialised Lending,Mar-20,,,1.14%,35.90%
China,Corporates - Of Which: SME,Mar-20,,,3.46%,32.92%
China,Retail,Mar-20,0.02%,7.32%,1.01%,24.76%
China,Retail - Secured on real estate property,Mar-20,0.36%,,0.62%,11.76%
China,Retail - Qualifying Revolving,Mar-20,0.35%,34.66%,0.83%,83.47%
China,Retail - Other Retail,Mar-20,0.05%,6.86%,1.82%,14.54%
Hong Kong,Corporates,Mar-20,0.07%,16.07%,0.92%,36.19%
Hong Kong,Corporates - Of Which: Specialised Lending,Mar-20,,,1.45%,21.01%
Hong Kong,Corporates - Of Which: SME,Mar-20,0.40%,,4.74%,19.53%
Hong Kong,Retail,Mar-20,0.00%,26.83%,0.71%,33.64%
Hong Kong,Retail - Secured on real estate property,Mar-20,0.00%,,0.41%,10.11%
Hong Kong,Retail - Qualifying Revolving,Mar-20,0.00%,44.20%,0.98%,96.11%
Hong Kong,Retail - Other Retail,Mar-20,0.00%,30.78%,1.48%,22.57%
India,Corporates,Mar-20,1.32%,,1.68%,45.17%
India,Corporates - Of Which: Specialised Lending,Mar-20,,,2.12%,14.73%
India,Corporates - Of Which: SME,Mar-20,,,1.08%,35.13%
India,Retail,Mar-20,0.86%,95.99%,6.19%,53.17%
India,Retail - Secured on real estate property,Mar-20,0.21%,,2.24%,36.35%
India,Retail - Qualifying Revolving,Mar-20,0.01%,22.79%,11.28%,79.51%
India,Retail - Other Retail,Mar-20,2.73%,54.54%,4.73%,56.97%
"Korea, Republic Of",Corporates,Mar-20,0.02%,,0.57%,37.62%
"Korea, Republic Of",Corporates - Of Which: Specialised Lending,Mar-20,,,0.62%,20.48%
"Korea, Republic Of",Corporates - Of Which: SME,Mar-20,,,3.22%,16.55%
"Korea, Republic Of",Retail,Mar-20,0.01%,85.87%,0.92%,36.92%
"Korea, Republic Of",Retail - Secured on real estate property,Mar-20,,,0.21%,9.98%
"Korea, Republic Of",Retail - Qualifying Revolving,Mar-20,0.07%,,0.49%,75.18%
"Korea, Republic Of",Retail - Other Retail,Mar-20,0.04%,85.88%,2.22%,77.84%
Russian Federation,Corporates,Mar-20,0.00%,,0.59%,39.32%
Russian Federation,Corporates - Of Which: Specialised Lending,Mar-20,,,1.01%,23.27%
Russian Federation,Corporates - Of Which: SME,Mar-20,,,2.38%,43.44%
Russian Federation,Retail,Mar-20,0.84%,24.51%,2.78%,19.39%
Russian Federation,Retail - Secured on real estate property,Mar-20,1.40%,21.00%,2.01%,18.81%
Russian Federation,Retail - Qualifying Revolving,Mar-20,0.22%,48.04%,1.90%,61.36%
Russian Federation,Retail - Other Retail,Mar-20,0.89%,60.50%,5.32%,19.40%
Singapore,Corporates,Mar-20,0.85%,70.13%,1.63%,32.00%
Singapore,Corporates - Of Which: Specialised Lending,Mar-20,,,2.42%,22.06%
Singapore,Corporates - Of Which: SME,Mar-20,,,2.93%,25.78%
